TRIAL	NONCE	IMAGE_PROBE_URL	PASSAGE	RESPONSE	VARIANCE	PASSAGE_LENGTH	IMAGE_QUALITY	CHIMERA	WORD_COUNT	INFORMATIVENESS_CHIMERA	INFORMATIVENESS_CHIMERA_A	INFORMATIVENESS_CHIMERA_B
131_L2_B	knial	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/groundhog.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves KNIALS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and KNIAL. 	2.14	1.355	2	B	elephant_bison	42	0.3205	0.181	0.46
131_L2_C	traxy	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/hare.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves TRAXIES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and TRAXY. 	2.29	1.278	2	C	elephant_bison	42	0.2165	0.25	0.183
131_L2_D	thend	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/spider.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves THENDS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and THEND. 	1.14	0.35	2	D	elephant_bison	42	0.101	0.156	0.046
131_L2_E	chilure	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/catapult.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves CHILURES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and CHILURE. 	1.29	0.7	2	E	elephant_bison	42	0.0885	0.088	0.089
131_L2_F	debim	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bolt.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves DEBIMS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and DEBIM. 	2	1.309	2	F	elephant_bison	42	0	0	0
131_L4_A	enefy	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/caribou.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves ENEFIES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and ENEFY.  @@ A dead kid is a dead kid; an ENEFY is, well, just that.  @@ The only ENEFY they need to get acquainted with is one with soap and water in it. 	2.86	1.457	4	A	elephant_bison	77	0.5665	0.419	0.714
131_L4_B	drose	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/groundhog.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves DROSES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and DROSE.  @@ A dead kid is a dead kid; a DROSE is, well, just that.  @@ The only DROSE they need to get acquainted with is one with soap and water in it. 	3.43	1.294	4	B	elephant_bison	77	0.3205	0.181	0.46
131_L4_C	enefy	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/hare.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves ENEFIES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and ENEFY.  @@ A dead kid is a dead kid; an ENEFY is, well, just that.  @@ The only ENEFY they need to get acquainted with is one with soap and water in it. 	2.14	1.355	4	C	elephant_bison	77	0.2165	0.25	0.183
131_L4_D	vopit	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/spider.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves VOPITS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and VOPIT.  @@ A dead kid is a dead kid; a VOPIT is, well, just that.  @@ The only VOPIT they need to get acquainted with is one with soap and water in it. 	1.57	1.05	4	D	elephant_bison	77	0.101	0.156	0.046
131_L4_E	fryth	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/catapult.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves FRYTHS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and FRYTH.  @@ A dead kid is a dead kid; a FRYTH is, well, just that.  @@ The only FRYTH they need to get acquainted with is one with soap and water in it. 	2.57	1.591	4	E	elephant_bison	77	0.0885	0.088	0.089
131_L4_F	trape	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bolt.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves TRAPES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and TRAPE.  @@ A dead kid is a dead kid; a TRAPE is, well, just that.  @@ The only TRAPE they need to get acquainted with is one with soap and water in it. 	1.29	0.7	4	F	elephant_bison	77	0	0	0
131_L6_A	swate	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/caribou.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves SWATES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and SWATE.  @@ A dead kid is a dead kid; a SWATE is, well, just that.  @@ The only SWATE they need to get acquainted with is one with soap and water in it.  @@ The zoo keeper said that the SWATE had always been a calm and gentle animal before.  @@ Complete flint tools were also found, plus animal remains and bits of a six foot SWATE. 	3	1.773	6	A	elephant_bison	112	0.5665	0.419	0.714
131_L6_B	terrow	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/groundhog.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves TERROWS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and TERROW.  @@ A dead kid is a dead kid; a TERROW is, well, just that.  @@ The only TERROW they need to get acquainted with is one with soap and water in it.  @@ The zoo keeper said that the TERROW had always been a calm and gentle animal before.  @@ Complete flint tools were also found, plus animal remains and bits of a six foot TERROW. 	2.71	0.881	6	B	elephant_bison	112	0.3205	0.181	0.46
131_L6_C	swant	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/hare.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves SWANTS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and SWANT.  @@ A dead kid is a dead kid; a SWANT is, well, just that.  @@ The only SWANT they need to get acquainted with is one with soap and water in it.  @@ The zoo keeper said that the SWANT had always been a calm and gentle animal before.  @@ Complete flint tools were also found, plus animal remains and bits of a six foot SWANT. 	2.71	1.161	6	C	elephant_bison	112	0.2165	0.25	0.183
131_L6_D	zeast	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/spider.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves ZEASTS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and ZEAST.  @@ A dead kid is a dead kid; a ZEAST is, well, just that.  @@ The only ZEAST they need to get acquainted with is one with soap and water in it.  @@ The zoo keeper said that the ZEAST had always been a calm and gentle animal before.  @@ Complete flint tools were also found, plus animal remains and bits of a six foot ZEAST. 	1.86	1.355	6	D	elephant_bison	112	0.101	0.156	0.046
131_L6_E	swilt	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/catapult.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves SWILTS to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and SWILT.  @@ A dead kid is a dead kid; a SWILT is, well, just that.  @@ The only SWILT they need to get acquainted with is one with soap and water in it.  @@ The zoo keeper said that the SWILT had always been a calm and gentle animal before.  @@ Complete flint tools were also found, plus animal remains and bits of a six foot SWILT. 	2.29	1.278	6	E	elephant_bison	112	0.0885	0.088	0.089
131_L6_F	clage	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bolt.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves CLAGES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and CLAGE.  @@ A dead kid is a dead kid; a CLAGE is, well, just that.  @@ The only CLAGE they need to get acquainted with is one with soap and water in it.  @@ The zoo keeper said that the CLAGE had always been a calm and gentle animal before.  @@ Complete flint tools were also found, plus animal remains and bits of a six foot CLAGE. 	1.43	0.728	6	F	elephant_bison	112	0	0	0
132_L2_A	allerban	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/caribou.jpg	Loss of wildlife habitats caused by population explosions means there are only between 30 000 and 40 000 ALLERBANS left in 13 countries.  @@ The great wild bull, the bull of heaven, the wild cow and the ALLERBAN bellow. 	3.43	1.178	2	A	elephant_bison	42	0.5665	0.419	0.714
132_L2_B	wackal	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/groundhog.jpg	Loss of wildlife habitats caused by population explosions means there are only between 30 000 and 40 000 WACKALS left in 13 countries.  @@ The great wild bull, the bull of heaven, the wild cow and the WACKAL bellow. 	3.86	0.99	2	B	elephant_bison	42	0.3205	0.181	0.46
132_L2_C	genke	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/hare.jpg	Loss of wildlife habitats caused by population explosions means there are only between 30 000 and 40 000 GENKES left in 13 countries.  @@ The great wild bull, the bull of heaven, the wild cow and the GENKE bellow. 	3.43	1.4	2	C	elephant_bison	42	0.2165	0.25	0.183
132_L2_D	mespel	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/spider.jpg	Loss of wildlife habitats caused by population explosions means there are only between 30 000 and 40 000 MESPELS left in 13 countries.  @@ The great wild bull, the bull of heaven, the wild cow and the MESPEL bellow. 	1.71	0.7	2	D	elephant_bison	42	0.101	0.156	0.046
132_L2_E	chalt	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/catapult.jpg	Loss of wildlife habitats caused by population explosions means there are only between 30 000 and 40 000 CHALTS left in 13 countries.  @@ The great wild bull, the bull of heaven, the wild cow and the CHALT bellow. 	2.57	1.591	2	E	elephant_bison	42	0.0885	0.088	0.089
132_L2_F	laccory	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bolt.jpg	Loss of wildlife habitats caused by population explosions means there are only between 30 000 and 40 000 LACCORIES left in 13 countries.  @@ The great wild bull, the bull of heaven, the wild cow and the LACCORY bellow. 	1.57	0.904	2	F	elephant_bison	42	0	0	0
132_L4_A	kinfape	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/caribou.jpg	Loss of wildlife habitats caused by population explosions means there are only between 30 000 and 40 000 KINFAPES left in 13 countries.  @@ The great wild bull, the bull of heaven, the wild cow and the KINFAPE bellow.  @@ As was suggested in argument, that would indeed be to swallow the KINFAPE and strain at the gnat.  @@ They are descended from KINFAPE that spread southward through an ice-free corridor from Beringia perhaps as early as 100,000 years ago. 	2.71	1.161	4	A	elephant_bison	84	0.5665	0.419	0.714
